0.1953,0.334528215,0.334528215,0.334528215,0.334528215,0.5249
0.2374,0.308048104,0.342506938,0.298913043,0.297409806,0.3737
0.2743,0.308741906,0.321692877,0.322964847,0.291628122,0.3504
0.2735,0.324121184,0.304000925,0.332215541,0.27613321,0.3607
0.2303,0.32273358,0.297294172,0.339500463,0.281221092,0.3563
0.241,0.315101758,0.300416281,0.344588344,0.285846438,0.3724
0.2912,0.328862165,0.30226642,0.368177613,0.29879741,0.3463
0.2848,0.351526364,0.339616096,0.368408881,0.302960222,0.3551
0.2738,0.371877891,0.331406105,0.386563367,0.325508788,0.3677
0.2956,0.403908418,0.353145236,0.394773358,0.334759482,0.3703
0.3052,0.419172063,0.363089732,0.424491212,0.363089732,0.3766
0.315,0.441951896,0.391188714,0.432585569,0.384250694,0.3794
0.3189,0.456984274,0.401711378,0.444842738,0.402983349,0.3872
0.3373,0.484736355,0.424953747,0.461378353,0.422987974,0.3784
0.3395,0.50219704,0.446692877,0.482770583,0.453515264,0.3991
0.3507,0.521970398,0.456059204,0.506359852,0.47166975,0.4112
0.3606,0.544518964,0.475254394,0.524167438,0.497687327,0.4028
0.377,0.556776133,0.490749306,0.543593895,0.521970398,0.4246
0.3841,0.57146161,0.503353377,0.562557817,0.546484736,0.4481
0.3735,0.591234968,0.5226642,0.587419056,0.56579556,0.4874
0.3828,0.60892692,0.540356152,0.607423682,0.573889917,0.5129
0.3964,0.62939408,0.563020352,0.631591119,0.596785384,0.5471
0.4087,0.648704903,0.588459759,0.641651249,0.60892692,0.5749
0.4089,0.666975023,0.606961147,0.666165587,0.623149861,0.6043
0.412,0.685592044,0.620259019,0.685707678,0.63852914,0.6182
0.42,0.706290472,0.645814061,0.701896392,0.651827012,0.6403
0.4298,0.724098057,0.661887142,0.719357077,0.667321924,0.6577
0.4288,0.741443108,0.678422757,0.734158187,0.68073543,0.6668
0.4441,0.757169288,0.68859852,0.755319149,0.693686401,0.6777
0.4589,0.771392229,0.709412581,0.7726642,0.703862165,0.6872
0.4703,0.787234043,0.730457909,0.790124884,0.719010176,0.6977
0.4998,0.802613321,0.741327475,0.805388529,0.73392692,0.708
0.5052,0.815679926,0.757516189,0.818455134,0.742715079,0.7157
0.5012,0.831290472,0.773704903,0.838228492,0.752081406,0.7257
0.5084,0.845166512,0.785730805,0.850716929,0.763644773,0.7346
0.5276,0.858580019,0.797178538,0.863205365,0.775323774,0.7403
0.539,0.87153099,0.814754857,0.876503238,0.791396855,0.7493
0.5522,0.882747456,0.82053654,0.888297872,0.802382054,0.7552
0.5789,0.895235893,0.834528215,0.898358002,0.811170213,0.7648
0.5778,0.905874191,0.85453284,0.909343201,0.821808511,0.7684
0.5868,0.916512488,0.86493987,0.918709528,0.830134135,0.7772
0.6006,0.926110083,0.879972248,0.929925994,0.838112858,0.7851
0.613,0.935245143,0.898126735,0.93987049,0.845744681,0.7925
0.6217,0.944842738,0.918825162,0.947964847,0.852451434,0.8016
0.6235,0.953515264,0.929000925,0.956984274,0.863552266,0.8121
0.6426,0.962303423,0.938020352,0.965309898,0.872224792,0.8174
0.6521,0.970744681,0.947849214,0.972247919,0.878584644,0.8246
0.6623,0.979070305,0.95686864,0.979301573,0.884366327,0.8328
0.6854,0.986355227,0.972016651,0.985430157,0.888297872,0.8394
0.717,0.99086494,0.979879741,0.989592969,0.892345051,0.8486
0.7668,0.995259019,0.988899167,0.993755782,0.900092507,0.8563
0.7949,0.999190564,0.995837188,0.996415356,0.904024052,0.8608
0.8252,1,0.998265495,0.998381129,0.908649399,0.8654
0.839,1,0.998381129,0.999653099,0.913852914,0.8727
0.8478,1,1,1,0.921484736,0.879
0.8535,1,1,1,0.926919519,0.8851
0.8615,1,1,1,0.930388529,0.8869
0.8707,1,1,1,0.936285846,0.8928
0.8817,1,1,1,0.941951896,0.8982
0.9054,1,1,1,0.94646161,0.9005
0.9189,1,1,1,0.949121184,0.9034
0.9291,1,1,1,0.952358927,0.9095
0.9417,1,1,1,0.956290472,0.9123
0.949,1,1,1,0.958603145,0.9175
0.951,1,1,1,0.962187789,0.9208
0.9536,1,1,1,0.965425532,0.9263
0.9586,1,1,1,0.968778908,0.9307
0.9668,1,1,1,0.970629047,0.9339
0.977,1,1,1,0.974329325,0.9384
0.9774,1,1,1,0.977220167,0.9429
0.972,1,1,1,0.979648474,0.9461
0.982,1,1,1,0.981498612,0.9508
0.9806,1,1,1,0.983233117,0.9548
0.9878,1,1,1,0.98519889,0.9592
0.9932,1,1,1,0.986817761,0.9627
0.995,1,1,1,0.987858464,0.9655
0.9992,1,1,1,0.989592969,0.9686
1,1,1,1,0.990518039,0.9698
1,1,1,1,0.991558742,0.9737
1,1,1,1,0.992715079,0.9765
1,1,1,1,0.993987049,0.9788
1,1,1,1,0.994912118,0.98
1,1,1,1,0.995490287,0.9816
1,1,1,1,0.996068455,0.9839
1,1,1,1,0.997224792,0.987
1,1,1,1,0.997687327,0.9882
1,1,1,1,0.997687327,0.9893
1,1,1,1,0.998265495,0.991
1,1,1,1,0.998496762,0.9917
1,1,1,1,0.998843663,0.9938
1,1,1,1,0.999190564,0.9938
1,1,1,1,0.999653099,0.9959
1,1,1,1,0.999884366,0.9964
1,1,1,1,0.999884366,0.9972
1,1,1,1,1,0.9982
1,1,1,1,1,0.9986
1,1,1,1,1,0.9989
1,1,1,1,1,0.9993
1,1,1,1,1,0.9999
1,1,1,1,1,1
1,1,1,1,1,1
