100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000,5100,5200,5300,5400,5500,5600,5700,5800,5900,6000,6100,6200,6300,6400,6500,6600,6700,6800,6900,7000,7100,7200,7300,7400,7500,7600,7700,7800,7900,8000,8100,8200,8300,8400,8500,8600,8700,8800,8900,9000,9100,9200,9300,9400,9500,9600,9700,9800,9900
0.8207,0.8906,0.8822,0.8548,0.8177,0.7814,0.7824,0.7736,0.7956,0.806,0.7941,0.7954,0.798,0.8015,0.8057,0.815,0.8147,0.8305,0.8355,0.8457,0.8532,0.8622,0.8705,0.8777,0.8804,0.8898,0.8945,0.9011,0.9072,0.9077,0.9134,0.9191,0.924,0.9256,0.9286,0.9319,0.9346,0.9397,0.9424,0.9448,0.9455,0.949,0.9523,0.9547,0.9574,0.9598,0.9607,0.9634,0.9642,0.9661,0.9689,0.971,0.973,0.9757,0.9784,0.9801,0.9817,0.9821,0.9838,0.9849,0.9871,0.9889,0.9906,0.9914,0.9943,0.9951,0.9953,0.9968,0.9971,0.9974,0.9975,0.9979,0.9984,0.9986,0.9987,0.9988,0.9991,0.9992,0.9996,0.9998,0.9999,0.9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.8207,0.8224,0.8129,0.8039,0.7857,0.7672,0.7373,0.7048,0.6953,0.7072,0.7243,0.7314,0.7418,0.7493,0.7609,0.77,0.7906,0.8034,0.8155,0.8268,0.8408,0.8564,0.8635,0.8722,0.8847,0.8933,0.8973,0.8976,0.9044,0.9117,0.9147,0.9169,0.9194,0.9235,0.9254,0.9278,0.9291,0.9303,0.9349,0.9366,0.938,0.9392,0.941,0.9419,0.9445,0.9451,0.9485,0.9487,0.9533,0.9551,0.9558,0.9587,0.9601,0.9618,0.9629,0.9634,0.9655,0.9669,0.9673,0.9693,0.9709,0.9724,0.9742,0.975,0.9752,0.9765,0.9779,0.9791,0.9794,0.9809,0.9827,0.9835,0.984,0.9849,0.9851,0.9857,0.9871,0.9879,0.9889,0.9896,0.9902,0.9907,0.9904,0.991,0.9915,0.9926,0.9937,0.9947,0.9957,0.9963,0.9966,0.9974,0.9976,0.9983,0.9988,0.9992,0.9996,0.9998,1
